"o_name","o_lat","o_lng","d_name","d_lat","d_lng","walk_duration","walk_duration_value","walk_distance","walk_distance_value"
"UFSCar - Federal University of São Carlos",-21.9838521,-47.8815359,"UFSCar - Federal University of São Carlos",-21.9838521,-47.8815359,"10 mins",615,"0.8 km",839
