"o_name","o_lat","o_lng","d_name","d_lat","d_lng","walk_duration","walk_duration_value","walk_distance","walk_distance_value"
"Stanford University",37.4274745,-122.169719,"Howie's Artisan Pizza",37.438029,-122.160035,"22 mins",1315,"1.7 km",1706
"Stanford University",37.4274745,-122.169719,"Vina Enoteca",37.4372072,-122.1732643,"18 mins",1050,"1.4 km",1387
